#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
97553	853986	854497	34242	34705	YOL133W	YOR319W	HRT1	HSH49	HRT2|RBX1|ROC1|SCF ubiquitin ligase complex subunit HRT1|L000004443	L000003014	Affinity Capture-MS	physical	Gavin AC (2002)	PUBMED:11805826	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q08273	-	NP_014508	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019209	854497	850897	34705	31469	YOR319W	YLR200W	HSH49	YKE2	L000003014	GIM1|PFD6|L000002791	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.164	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - yke2 [SGA score = -0.1640, P-value = 0.04203]	-	BIOGRID	Q99181	-	NP_014964	P52553	-	NP_013301	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019210	854497	851051	34705	31601	YOR319W	YLR337C	HSH49	VRP1	L000003014	END5|MDP2|YLR337W|L000001055|L000002481	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1389	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - vrp1 [SGA score = -0.1389, P-value = 0.0002077]	-	BIOGRID	Q99181	-	NP_014964	P37370	-	NP_013441	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019211	854497	851086	34705	31631	YOR319W	YLR371W	HSH49	ROM2	L000003014	Rho family guanine nucleotide exchange factor ROM2|L000003182	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1215	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rom2-supp1 [SGA score = -0.1215, P-value = 0.008927]	-	BIOGRID	Q99181	-	NP_014964	P51862	-	NP_013475	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019212	854497	851146	34705	31686	YOR319W	YLR426W	HSH49	TDA5	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1429	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - tda5-supp2 [SGA score = -0.1429, P-value = 0.01157]	-	BIOGRID	Q99181	-	NP_014964	Q06417	-	NP_013530	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019213	854497	855002	34705	35160	YOR319W	YML009C	HSH49	MRPL39	L000003014	mitochondrial 54S ribosomal protein YmL39|YmL39|L000002695	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1708	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - mrpl39 [SGA score = -0.1708, P-value = 2.497E-5]	-	BIOGRID	Q99181	-	NP_014964	P36533	-	NP_013705	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019214	854497	854978	34705	35139	YOR319W	YML030W	HSH49	RCF1	L000003014	AIM31	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1364	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rcf1 [SGA score = -0.1364, P-value = 0.002594]	-	BIOGRID	Q99181	-	NP_014964	Q03713	-	NP_013682	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019215	854497	854966	34705	35128	YOR319W	YML041C	HSH49	VPS71	L000003014	SWC6	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.5281	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - vps71 [SGA score = -0.5281, P-value = 1.042E-19]	-	BIOGRID	Q99181	-	NP_014964	Q03433	-	NP_013671	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019216	854497	854915	34705	35081	YOR319W	YML124C	HSH49	TUB3	L000003014	alpha-tubulin TUB3|L000002389	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.158	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - tub3 [SGA score = -0.1580, P-value = 4.719E-5]	-	BIOGRID	Q99181	-	NP_014964	P09734	-	NP_013582	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019217	854497	855293	34705	35430	YOR319W	YMR251W-A	HSH49	HOR7	L000003014	L000003980	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1711	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - hor7 [SGA score = -0.1711, P-value = 7.473E-5]	-	BIOGRID	Q99181	-	NP_014964	Q05827	-	NP_013978	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019218	854497	855315	34705	35451	YOR319W	YMR272C	HSH49	SCS7	L000003014	FAH1|fatty acid alpha-hydroxylase|L000004408	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3562	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - scs7 [SGA score = -0.3562, P-value = 3.323E-7]	-	BIOGRID	Q99181	-	NP_014964	Q03529	-	NP_013999	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019219	854497	855345	34705	35479	YOR319W	YMR299C	HSH49	DYN3	L000003014	dynein light intermediate chain	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1589	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - dyn3 [SGA score = -0.1589, P-value = 5.849E-9]	-	BIOGRID	Q99181	-	NP_014964	Q04949	-	NP_014028	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019220	854497	855582	34705	300856	YOR319W	YNL140C	HSH49	YNL140C	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1267	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - ynl140c [SGA score = -0.1267, P-value = 5.967E-13]	-	BIOGRID	Q99181	-	NP_014964	P53910	-	NP_001257689	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019221	854497	854090	34705	34337	YOR319W	YOL064C	HSH49	MET22	L000003014	HAL2|L000001090	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.18	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - met22 [SGA score = -0.1800, P-value = 0.0001379]	-	BIOGRID	Q99181	-	NP_014964	P32179	-	NP_014577	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019222	854497	854174	34705	34415	YOR319W	YOR010C	HSH49	TIR2	L000003014	SRP2|L000002312	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1646	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - tir2 [SGA score = -0.1646, P-value = 8.501E-6]	-	BIOGRID	Q99181	-	NP_014964	P33890	-	NP_014653	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019223	854497	854191	34705	34429	YOR319W	YOR026W	HSH49	BUB3	L000003014	PAC9|L000000198	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1607	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - bub3 [SGA score = -0.1607, P-value = 7.017E-15]	-	BIOGRID	Q99181	-	NP_014964	P26449	-	NP_014669	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019224	854497	854220	34705	34453	YOR319W	YOR054C	HSH49	VHS3	L000003014	YOR29-05|phosphopantothenoylcysteine decarboxylase complex subunit VHS3	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1601	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - vhs3 [SGA score = -0.1601, P-value = 1.121E-5]	-	BIOGRID	Q99181	-	NP_014964	Q08438	-	NP_014697	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019225	854497	854231	34705	34464	YOR319W	YOR065W	HSH49	CYT1	L000003014	CTC1|YOR29-16|ubiquinol--cytochrome-c reductase catalytic subunit CYT1|L000000472	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2714	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - cyt1 [SGA score = -0.2714, P-value = 0.0001102]	-	BIOGRID	Q99181	-	NP_014964	P07143	-	NP_014708	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019226	854497	856050	34705	36123	YOR319W	YPL057C	HSH49	SUR1	L000003014	BCL21|CSG1|LPE15|mannosylinositol phosphorylceramide synthase catalytic subunit SUR1|L000002243	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.297	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - sur1 [SGA score = -0.2970, P-value = 6.06E-5]	-	BIOGRID	Q99181	-	NP_014964	P33300	-	NP_015268	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019227	854497	855946	34705	36026	YOR319W	YPL157W	HSH49	TGS1	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1883	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - tgs1 [SGA score = -0.1883, P-value = 0.007429]	-	BIOGRID	Q99181	-	NP_014964	Q12052	-	NP_015168	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019228	854497	855925	34705	36005	YOR319W	YPL178W	HSH49	CBC2	L000003014	CBP20|MUD13|SAE1|L000002891|L000004111	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3307	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - cbc2 [SGA score = -0.3307, P-value = 1.178E-7]	-	BIOGRID	Q99181	-	NP_014964	Q08920	-	NP_015147	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019229	854497	855918	34705	35999	YOR319W	YPL183W-A	HSH49	RTC6	L000003014	TAE4|putative mitochondrial 54S ribosomal protein RTC6|GON5	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.4051	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rtc6 [SGA score = -0.4051, P-value = 1.048E-13]	-	BIOGRID	Q99181	-	NP_014964	O14464	-	NP_015141	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019230	854497	855888	34705	35972	YOR319W	YPL213W	HSH49	LEA1	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3184	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - lea1 [SGA score = -0.3184, P-value = 8.094E-23]	-	BIOGRID	Q99181	-	NP_014964	Q08963	-	NP_015111	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019231	854497	855835	34705	35922	YOR319W	YPL241C	HSH49	CIN2	L000003014	L000000337	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1393	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - cin2 [SGA score = -0.1393, P-value = 0.003498]	-	BIOGRID	Q99181	-	NP_014964	P46670	-	NP_015083	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019232	854497	856143	34705	36209	YOR319W	YPR031W	HSH49	NTO1	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1558	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - nto1 [SGA score = -0.1558, P-value = 3.087E-7]	-	BIOGRID	Q99181	-	NP_014964	Q12311	-	NP_015356	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019233	854497	856170	34705	36231	YOR319W	YPR057W	HSH49	BRR1	L000003014	L000004059	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.5377	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - brr1 [SGA score = -0.5377, P-value = 7.571E-12]	-	BIOGRID	Q99181	-	NP_014964	Q99177	-	NP_015382	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019234	854497	856253	34705	36301	YOR319W	YPR134W	HSH49	MSS18	L000003014	L000001204	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1912	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - mss18 [SGA score = -0.1912, P-value = 0.0002264]	-	BIOGRID	Q99181	-	NP_014964	P08593	-	NP_015460	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019235	854497	856321	34705	36363	YOR319W	YPR191W	HSH49	QCR2	L000003014	COR2|UCR2|ubiquinol--cytochrome-c reductase subunit 2|L000001545	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2017	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - qcr2 [SGA score = -0.2017, P-value = 0.007115]	-	BIOGRID	Q99181	-	NP_014964	P07257	-	NP_015517	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2296726	855281	854497	35419	34705	YMR240C	YOR319W	CUS1	HSH49	L000002833	L000003014	Co-crystal Structure	physical	van Roon AM (2017)	PUBMED:28348170	559292	559292	Low Throughput	-	-	-	-	BIOGRID	Q02554	-	NP_013967	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2296727	855281	854497	35419	34705	YMR240C	YOR319W	CUS1	HSH49	L000002833	L000003014	Affinity Capture-Western	physical	van Roon AM (2017)	PUBMED:28348170	559292	559292	Low Throughput	-	-	-	-	BIOGRID	Q02554	-	NP_013967	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2352297	851212	854497	31745	34705	YAL021C	YOR319W	CCR4	HSH49	FUN27|NUT21|CCR4-NOT core exoribonuclease subunit CCR4|L000000239	L000003014	Affinity Capture-RNA	physical	Miller JE (2017)	PUBMED:29158339	559292	559292	High Throughput	-	-	-	-	BIOGRID	P31384	-	NP_009381	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2380540	854497	855332	34705	35468	YOR319W	YMR288W	HSH49	HSH155	L000003014	-	Affinity Capture-Western	physical	Mathew V (2017)	PUBMED:28978642	559292	559292	Low Throughput	-	-	-	-	BIOGRID	Q99181	-	NP_014964	P49955	-	NP_014015	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2887793	855716	854497	35810	34705	YNL016W	YOR319W	PUB1	HSH49	RNP1|L000001529	L000003014	Affinity Capture-MS	physical	Gotor NL (2020)	PUBMED:32857852	559292	559292	High Throughput	-	-	High confidence interactors were identified using a two-sample t-test statistical analysis with an FDR < 0.001.	-	BIOGRID	P32588	-	NP_014382	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2957098	855143	854497	35292	34705	YMR116C	YOR319W	ASC1	HSH49	ASU9|CPC2|NAD1|guanine nucleotide-binding protein subunit beta|L000003529|L000000135|S000029045	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38011	-	NP_013834	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2957686	853128	854497	33467	34705	YGR214W	YOR319W	RPS0A	HSH49	NAB1|NAB1A|YST1|ribosomal 40S subunit protein S0A|S2|S0A|L000001226|L000001225	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32905	-	NP_011730	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2958269	851162	854497	31700	34705	YLR441C	YOR319W	RPS1A	HSH49	RP10A|ribosomal 40S subunit protein S1A|S1e|S1A|L000001664	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P33442	-	NP_013546	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2958856	852754	854497	33128	34705	YGL123W	YOR319W	RPS2	HSH49	RPS4|SUP138|SUP38|SUP44|ribosomal 40S subunit protein S2|rp12|Ys5|S5|S4|S2|L000002205	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P25443	-	NP_011392	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2959390	856015	854497	36091	34705	YPL090C	YOR319W	RPS6A	HSH49	ribosomal 40S subunit protein S6A|S6e|rp9|YS4|S6A|S10A|L000004472	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P0CX38|P0CX37	-	NP_015235	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2960995	856024	854497	36100	34705	YPL081W	YOR319W	RPS9A	HSH49	ribosomal 40S subunit protein S9A|rp21|YS11|S9A|S4|S13|L000004474	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	O13516	-	NP_015244	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2962411	854551	854497	34752	34705	YOR369C	YOR319W	RPS12	HSH49	ribosomal 40S subunit protein S12|S12e|S12|L000002785	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P48589	-	NP_015014	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2962964	851636	854497	32119	34705	YDR064W	YOR319W	RPS13	HSH49	RPS13B|RPS13C|ribosomal 40S subunit protein S13|YS15|S27a|S15|S13|L000002900|L000002655	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P05756	-	NP_010349	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2963535	854117	854497	34362	34705	YOL040C	YOR319W	RPS15	HSH49	RPS21|ribosomal 40S subunit protein S15|S19|rp52|S21|S15|L000002709|L000001759	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q01855	-	NP_014602	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2964088	854984	854497	35145	34705	YML024W	YOR319W	RPS17A	HSH49	RP51A|RPL51A|ribosomal 40S subunit protein S17A|S17e|S17A|L000001740|L000004479|L000001669	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P02407	-	NP_013688	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2964517	852061	854497	32505	34705	YDR450W	YOR319W	RPS18A	HSH49	ribosomal 40S subunit protein S18A|S18A|S13|L000004480	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P0CX56|P0CX55	-	NP_010738	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2965204	854028	854497	34280	34705	YOL121C	YOR319W	RPS19A	HSH49	ribosomal 40S subunit protein S19A|S19e|rp55a|YS16A|S19A|S16aA|L000003299	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P07280	-	NP_014520	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2966397	853249	854497	33573	34705	YJL190C	YOR319W	RPS22A	HSH49	RPS24|ribosomal 40S subunit protein S22A|S8|rp50|YS22|S24A|S22A|L000003150|L000001760	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P0C0W1	-	NP_012345	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2966880	853993	854497	34248	34705	YOL127W	YOR319W	RPL25	HSH49	ribosomal 60S subunit protein L25|L23|rpl6L|YL25|L25|L000001722	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P04456	-	NP_014514	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2967490	851058	854497	31607	34705	YLR344W	YOR319W	RPL26A	HSH49	ribosomal 60S subunit protein L26A|L24|YL33|L33A|L26A|L000004461	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P05743	-	NP_013448	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2968658	851484	854497	31986	34705	YDL075W	YOR319W	RPL31A	HSH49	RPL34|ribosomal 60S subunit protein L31A|L31e|YL28|L34A|L31A|L000003297|L000001727	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P0C2H8	-	NP_010208	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2969288	855543	854497	35653	34705	YNL178W	YOR319W	RPS3	HSH49	SUF14|ribosomal 40S subunit protein S3|rp13|YS3|S3|L000002161|L000001749	L000003014	Affinity Capture-MS	physical	Roessler I (2019)	PUBMED:31062022	559292	559292	High Throughput	-	-	-	-	BIOGRID	P05750	-	NP_014221	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
