#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
97395	851584	855450	32071	35569	YDR021W	YNL271C	FAL1	BNI1	ATP-dependent RNA helicase FAL1|L000003480	PPF3|SHE5|formin BNI1|L000000190	Affinity Capture-MS	physical	Gavin AC (2002)	PUBMED:11805826	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12099	-	NP_010304	P41832	-	NP_014128	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1871538	851584	856023	32071	36099	YDR021W	YPL082C	FAL1	MOT1	ATP-dependent RNA helicase FAL1|L000003480	BUR3|END10|LPF4|BTAF1|L000001136|L000004559|S000029158	Positive Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	0.1834	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - mot1-1033 [SGA score = 0.1834, P-value = 1.41E-5]	-	BIOGRID	Q12099	-	NP_010304	P32333	-	NP_015243	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1873660	856488	851584	36523	32071	YHR088W	YDR021W	RPF1	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Positive Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	0.1656	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpf1-5001 - fal1-1 [SGA score = 0.1656, P-value = 1.155E-140]	-	BIOGRID	P38805	-	NP_011956	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1875746	855664	851584	35762	32071	YNL061W	YDR021W	NOP2	FAL1	YNA1|L000002535	ATP-dependent RNA helicase FAL1|L000003480	Positive Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	0.1876	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: nop2-3 - fal1-1 [SGA score = 0.1876, P-value = 6.305E-14]	-	BIOGRID	P40991	-	NP_014338	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1876691	854353	851584	34576	32071	YOR181W	YDR021W	LAS17	FAL1	BEE1|L000003068|L000003581	ATP-dependent RNA helicase FAL1|L000003480	Positive Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	0.1603	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: las17-13 - fal1-1 [SGA score = 0.1603, P-value = 0.0005684]	-	BIOGRID	Q12446	-	NP_014824	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1879804	851584	852392	32071	32801	YDR021W	YBR095C	FAL1	RXT2	ATP-dependent RNA helicase FAL1|L000003480	RAF60	Positive Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	0.176	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - rxt2 [SGA score = 0.1760, P-value = 5.639E-5]	-	BIOGRID	Q12099	-	NP_010304	P38255	-	NP_009653	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1879805	851584	854725	32071	34908	YDR021W	YIL084C	FAL1	SDS3	ATP-dependent RNA helicase FAL1|L000003480	L000003384	Positive Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	0.1964	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - sds3 [SGA score = 0.1964, P-value = 6.425E-6]	-	BIOGRID	Q12099	-	NP_010304	P40505	-	NP_012182	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1893670	852275	851584	32691	32071	YBL008W	YDR021W	HIR1	FAL1	L000000776	ATP-dependent RNA helicase FAL1|L000003480	Positive Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	0.1663	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hir1 - fal1-1 [SGA score = 0.1663, P-value = 8.829E-16]	-	BIOGRID	P32479	-	NP_009545	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1897741	850763	851584	31348	32071	YLR074C	YDR021W	BUD20	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Positive Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	0.1683	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: bud20 - fal1-1 [SGA score = 0.1683, P-value = 0.02078]	-	BIOGRID	Q08004	-	NP_013175	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1899206	855478	851584	35596	32071	YNL243W	YDR021W	SLA2	FAL1	END4|MOP2|L000001913|L000002421	ATP-dependent RNA helicase FAL1|L000003480	Positive Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	0.2348	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sla2 - fal1-1 [SGA score = 0.2348, P-value = 5.172E-8]	-	BIOGRID	P33338	-	NP_014156	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1918678	851262	851584	31789	32071	YAL001C	YDR021W	TFC3	FAL1	FUN24|TSV115|transcription factor TFIIIC subunit TFC3|tau 138|L000000641|L000002287	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2681	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: tfc3-g349e - fal1-1 [SGA score = -0.2681, P-value = 0]	-	BIOGRID	P34111	-	NP_009400	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1918826	851197	851584	31731	32071	YAL034W-A	YDR021W	MTW1	FAL1	DSN3|NSL2|MIND complex subunit MTW1|S000007418	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1754	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mtw1-ts - fal1-1 [SGA score = -0.1754, P-value = 0.01264]	-	BIOGRID	P39731	-	NP_009367	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1918868	851190	851584	31724	32071	YAL041W	YDR021W	CDC24	FAL1	CLS4|Rho family guanine nucleotide exchange factor CDC24|L000000262	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.5941	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cdc24-4 - fal1-1 [SGA score = -0.5941, P-value = 1.068E-54]	-	BIOGRID	P11433	-	NP_009359	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1918996	851274	851584	31801	32071	YAR019C	YDR021W	CDC15	FAL1	LYT1|serine/threonine protein kinase CDC15|L000000255	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3914	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cdc15-1 - fal1-1 [SGA score = -0.3914, P-value = 5.099E-13]	-	BIOGRID	P27636	-	NP_009411	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1919039	852261	851584	32678	32071	YBL020W	YDR021W	RFT1	FAL1	L000001626	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1553	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rft1-5028 - fal1-1 [SGA score = -0.1553, P-value = 2.125E-6]	-	BIOGRID	P38206	-	NP_009533	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1919406	852239	851584	32656	32071	YBL041W	YDR021W	PRE7	FAL1	PRS3|proteasome core particle subunit beta 6|L000002699	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.4561	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pre7-5001 - fal1-1 [SGA score = -0.4561, P-value = 7.512E-21]	-	BIOGRID	P23724	-	NP_009512	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1919469	852230	851584	32648	32071	YBL050W	YDR021W	SEC17	FAL1	RNS3|L000001841	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1233	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sec17-1 - fal1-1 [SGA score = -0.1233, P-value = 0.004419]	-	BIOGRID	P32602	-	NP_009503	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1919612	852194	851584	32620	32071	YBL084C	YDR021W	CDC27	FAL1	APC3|SNB1|anaphase promoting complex subunit CDC27|L000000266	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1213	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cdc27-1 - fal1-1 [SGA score = -0.1213, P-value = 0.0318]	-	BIOGRID	P38042	-	NP_009469	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1919763	852169	851584	32598	32071	YBL105C	YDR021W	PKC1	FAL1	CLY15|CLY5|CLY7|HPO2|STT1|protein kinase C|L000001446|L000000362|S000029091	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3451	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pkc1-1 - fal1-1 [SGA score = -0.1795, P-value = 0.012]|alleles: pkc1-2 - fal1-1 [SGA score = -0.1210, P-value = 0.03443]|alleles: pkc1-3 - fal1-1 [SGA score = -0.3451, P-value = 1.513E-11]	-	BIOGRID	P24583	-	NP_009445	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1920006	852296	851584	32712	32071	YBR011C	YDR021W	IPP1	FAL1	PPA1|inorganic diphosphatase IPP1|L000000872	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3537	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ipp1-5001 - fal1-1 [SGA score = -0.3537, P-value = 3.421E-25]	-	BIOGRID	P00817	-	NP_009565	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1920807	852406	851584	32813	32071	YBR109C	YDR021W	CMD1	FAL1	calmodulin|CaM|L000000365	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1362	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cmd1-1 - fal1-1 [SGA score = -0.1362, P-value = 0.004781]	-	BIOGRID	P06787	-	NP_009667	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1920902	852407	851584	32814	32071	YBR110W	YDR021W	ALG1	FAL1	chitobiosyldiphosphodolichol beta-1,4 mannosyltransferase|L000000076	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1404	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: alg1-1 - fal1-1 [SGA score = -0.1404, P-value = 0.02133]	-	BIOGRID	P16661	-	NP_009668	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1921233	852453	851584	32855	32071	YBR156C	YDR021W	SLI15	FAL1	L000003320	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1892	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sli15-3 - fal1-1 [SGA score = -0.1892, P-value = 3.94E-6]	-	BIOGRID	P38283	-	NP_009714	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1922222	850305	851584	30933	32071	YCL052C	YDR021W	PBN1	FAL1	L000003219	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.148	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pbn1-5001 - fal1-1 [SGA score = -0.1480, P-value = 5.686E-23]	-	BIOGRID	P25580	-	NP_009878	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1922282	850298	851584	30927	32071	YCL059C	YDR021W	KRR1	FAL1	L000004098	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1517	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: krr1-17 - fal1-1 [SGA score = -0.1517, P-value = 0.005138]	-	BIOGRID	P25586	-	NP_009872	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1922396	850419	851584	31032	32071	YCR052W	YDR021W	RSC6	FAL1	L000003151	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.319	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rsc6-5001 - fal1-1 [SGA score = -0.3190, P-value = 4.826E-7]	-	BIOGRID	P25632	-	NP_009981	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1922518	850422	851584	31035	32071	YCR057C	YDR021W	PWP2	FAL1	UTP1|YCR055C|YCR058C|L000001540	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1266	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pwp2-5002 - fal1-1 [SGA score = -0.1266, P-value = 0.00825]	-	BIOGRID	P25635	-	NP_009984	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1922568	850435	851584	31047	32071	YCR072C	YDR021W	RSA4	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1234	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rsa4-5001 - fal1-1 [SGA score = -0.1234, P-value = 0.0005937]	-	BIOGRID	P25382	-	NP_009997	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1924840	851584	852194	32071	32620	YDR021W	YBL084C	FAL1	CDC27	ATP-dependent RNA helicase FAL1|L000003480	APC3|SNB1|anaphase promoting complex subunit CDC27|L000000266	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1757	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - cdc27-2 [SGA score = -0.1757, P-value = 0.0006255]	-	BIOGRID	Q12099	-	NP_010304	P38042	-	NP_009469	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1924841	851584	850298	32071	30927	YDR021W	YCL059C	FAL1	KRR1	ATP-dependent RNA helicase FAL1|L000003480	L000004098	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1638	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - krr1-17 [SGA score = -0.1638, P-value = 0.002619]	-	BIOGRID	Q12099	-	NP_010304	P25586	-	NP_009872	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
